menuID,menuName,menuDisplayName,menuDescription,categoryID,categoryName,categoryDisplayName,categoryDescription,dishID,dishName,dishPrice,dishType,dishDescription,displayName,printName,tags,imageURL
,Menu,,,,Entrées,,,,Crispy Wontons,15.00,standard,"Fried wonton wrappers filled with seasoned pork, served with a savory dipping sauce.",,,,https://tb-static.uber.com/prod/image-proc/processed_images/6eabbaa9c9d8ea6d6a0916fa8c6f1773/bc9c318a9c96996e2d990faf2b0c65f6.jpeg
,Menu,,,,Entrées,,,,Salt and Pepper Squid,15.00,standard,"Fried squid seasoned with salt and black pepper, enhanced by chili, garlic, and fresh herbs.",,,Spicy,https://tb-static.uber.com/prod/image-proc/processed_images/df042decf8c7d04dc75d3fa05427c0a1/bc9c318a9c96996e2d990faf2b0c65f6.jpeg
,Menu,,,,Entrées,,,,Satay Skewers,15.00,standard,Grilled chicken skewer with peanut sauce and coconut cream.,,,Contains Nuts,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Entrées,,,,Signature Mixed Platter,20.00,standard,"Two pork spring rolls, two vegetarian spring rolls, two wontons and two chicken wings. No GF",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Entrées,,,,Vegetarian Crispy Spring Rolls,15.00,standard,"Fried vegan rolls with vermicelli noodles, served with sweet chili sauce for a crispy delight.",,,Spicy,https://tb-static.uber.com/prod/image-proc/processed_images/32b931d6564c38a64a01c9f369e7ab96/bc9c318a9c96996e2d990faf2b0c65f6.jpeg
,Menu,,,,Salads and Vegetable Stir Fry,,,,Asian Noodle Salad,25.00,standard,"Vermicelli noodles, vegetables and a dressing.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Salads and Vegetable Stir Fry,,,,Vietnamese Chicken Salad,25.00,standard,"Mixed with herbs, crunchy peanuts and fish sauce dressing.",,,Contains Nuts,https://tb-static.uber.com/prod/image-proc/processed_images/2c8763b3c62db668a8571e32aed27436/bc9c318a9c96996e2d990faf2b0c65f6.jpeg
,Menu,,,,Salads and Vegetable Stir Fry,,,,Fiery Beef Salad,25.00,standard,Sliced beef with chilli lime dressing and mixed greens. Comes with rice,,,Popular,https://tb-static.uber.com/prod/image-proc/processed_images/3cd99080c7c806e02b1f9d394bfad6a0/bc9c318a9c96996e2d990faf2b0c65f6.jpeg
,Menu,,,,Salads and Vegetable Stir Fry,,,,Zesty Seafood Salad,28.00,standard,Seafood tossed with citrusy Asian flavours. Comes with rice,,,,https://tb-static.uber.com/prod/image-proc/processed_images/ebbe7bdc0360a90406f370c94b69e47e/bc9c318a9c96996e2d990faf2b0c65f6.jpeg
,Menu,,,,Salads and Vegetable Stir Fry,,,,Green Vegetable Stir Fried with Tofu (V),22.00,standard,Vegetables stir fried with soybean sauce. Comes with rice,,,,https://tb-static.uber.com/prod/image-proc/processed_images/57e477dde0c1db2bdc386ea125916523/bc9c318a9c96996e2d990faf2b0c65f6.jpeg
,Menu,,,,"Rice, Noodles and Soup",,,,Char Siu Fried Rice,25.00,standard,"Wok-fried rice with char siu pork and egg, delivering a savory and satisfying meal.",,,Popular,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,"Rice, Noodles and Soup",,,,Stir Fried Egg Noodles,23.00,standard,Asian style noodles with vegetables and meat.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,"Rice, Noodles and Soup",,,,Pad Thai,23.00,standard,"Stir-fried rice noodles with shrimp, eggs, and bean sprouts, topped with peanuts and tangy tamarind sauce.",,,Contains Nuts,https://tb-static.uber.com/prod/enhanced-images/image-touchup-v1/6bb577b81f43cff8d4edc064671ade32/19c94b2829bad4978bd57b81f18abd28.jpeg
,Menu,,,,"Rice, Noodles and Soup",,,,Satay Fusion Noodles,23.00,standard,Egg noodles coated in a creamy satay sauce.,,,Contains Nuts,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,"Rice, Noodles and Soup",,,,Tom Yum,23.00,standard,Spicy and sour broth with lemongrass and coriander. Comes with rice,,,Spicy,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,"Rice, Noodles and Soup",,,,Tom Kha Delight,23.00,standard,Coconut milk soup with a hint of chilli and herbs. Comes with rice,,,Spicy,https://tb-static.uber.com/prod/enhanced-images/image-touchup-v1/8915b9dda4b27db48ec6b9786f7b1bcf/663f633515f497f6fddbf660ae3f6306.jpeg
,Menu,,,,"Rice, Noodles and Soup",,,,Laksa,23.00,standard,Spicy coconut curry noodle soup with an umami broth.,,,Spicy,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Drinks,,,,Coke 330ml,3.50,standard,Classic cola beverage.,,,Popular,https://tb-static.uber.com/prod/image-proc/processed_images/de0d54c19ccfeaaefa49bf68792a2354/bc9c318a9c96996e2d990faf2b0c65f6.jpeg
,Menu,,,,Drinks,,,,Lemonade 330ml,3.50,standard,Refreshing citrus drink.,,,,https://tb-static.uber.com/prod/image-proc/processed_images/11b4f5e7e6820314dd1d3b3e71161a6c/bc9c318a9c96996e2d990faf2b0c65f6.jpeg
,Menu,,,,Curry,,,,Green Curry,23.00,standard,"Thai green curry with coconut milk, basil and vegetables. Comes with rice",,,,https://tb-static.uber.com/prod/image-proc/processed_images/b3ee0056caebd0dda19b6de84330103d/bc9c318a9c96996e2d990faf2b0c65f6.jpeg
,Menu,,,,Curry,,,,Red Curry,23.00,standard,"Creamy coconut milk and red curry paste blend for a rich, aromatic dish. Comes with rice",,,,https://tb-static.uber.com/prod/image-proc/processed_images/382bf4c479ff0c752caab47198fa882f/bc9c318a9c96996e2d990faf2b0c65f6.jpeg
,Menu,,,,Curry,,,,Massaman Curry,23.00,standard,"Mildly spiced curry with potatoes, peanuts and a hint of sweetness. Comes with rice",,,"Contains Nuts, Mild",https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Curry,,,,Panang Curry,23.00,standard,"Simmered curry with coconut milk and Panang curry paste, offering a rich, nutty, and creamy flavor. Comes with rice",,,,https://tb-static.uber.com/prod/image-proc/processed_images/27da18d5159e3f6cb300ef33d59bb431/bc9c318a9c96996e2d990faf2b0c65f6.jpeg
,Menu,,,,Side,,,,Rice,4.00,standard,,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Side,,,,Roti,6.00,standard,,,,Popular,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
