menuID,menuName,menuDisplayName,menuDescription,categoryID,categoryName,categoryDisplayName,categoryDescription,dishID,dishName,dishPrice,dishType,dishDescription,displayName,printName,tags,imageURL
,Menu,,,,Featured Items,,,,Masala Papadam (V),9.50,standard,"Thin, crispy flatbread flavoured with aromatic spices.",,,,https://tb-static.uber.com/prod/image-proc/processed_images/09e77a2d9ec1cf3632a01e2f334864b4/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Featured Items,,,,Onion Bhaji (V),10.99,standard,Sliced onion spiced and mixed with chickpea and fried until golden.Served with tamarind sauce.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Featured Items,,,,Samosa (V),10.99,standard,Triangular pastry stuffed with potatoes and peas deep fried until crispy. Served with tamarind sauce.,,,,https://tb-static.uber.com/prod/image-proc/processed_images/cf286f533902f445c5a801d7b2095c98/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Featured Items,,,,Mixed Pakora (V),12.99,standard,Mixed vegetables battered with chickpeas then fried. Served with tamarind sauce.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Featured Items,,,,Veggie Kathi Roll (V),14.50,standard,"Cottage cheese, mixed vegetable and roasted kabab wrapped in a paratha bread.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Featured Items,,,,Paneer Pakora (V),15.50,standard,Cottage cheese dipped in batter served with tamarind sauce.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Featured Items,,,,Paneer Tikka (V),18.50,standard,"Cheese marinated with yoghurt, herb, spices and grilled in tandoor.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Featured Items,,,,Garden Special Vegetable Platter (V),25.99,standard,"Mixed pakora, onion bhaji, paneer pakora, and spring roll served with tangy tamarind sauce. Vegetarian delight!",,,,https://tb-static.uber.com/prod/image-proc/processed_images/01ed0d4e86a81b32f2d3e1adbdf70390/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Featured Items,,,,Spring Rolls (V),12.50,standard,Thin pastry with vegetables and mild spices served with sweet chilli sauce.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Featured Items,,,,Poppadam Starter (V),12.50,standard,"Crispy poppadoms fried in oil and served with mango chutney, mixed pickle, raita and kachumber salad.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Featured Items,,,,Vegetable Platter for Two (V),28.99,standard,"Combination of mixed pakora, samosa and onion bhaji. Served with tamarind sauce.",,,,https://tb-static.uber.com/prod/image-proc/processed_images/bf132930e3eefee903c8ec4812622efe/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Appetisers - Non Vegetarian,,,,Tandoori Prawn,23.50,standard,Prawn marinated overnight in yoghurt and spices then roasted in a tandoor oven. Served with mint sauce.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Appetisers - Non Vegetarian,,,,Chicken Tikka,16.99,standard,Boneless chicken pieces marinated in yoghurt and then roasted in tandoor. Served with mint sauce.,,,Popular,https://tb-static.uber.com/prod/enhanced-images/image-touchup-v1/6025c710b9fcb049577ed05d89e5a87d/3a0f379bf679ee86d03e4c2e2982b90a.jpeg
,Menu,,,,Appetisers - Non Vegetarian,,,,Chicken Lolipop,18.50,standard,"Five spicy chicken wings, deep-fried to perfection for a crispy, flavorful start to your meal.",,,Popular,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Appetisers - Non Vegetarian,,,,Lamb Kathi Roll,16.50,standard,Lamb roasted kebab wrapped in a paratha bread.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Appetisers - Non Vegetarian,,,,Chicken Kathi Roll,15.50,standard,Chicken roasted kebab wrapped in a paratha bread.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Appetisers - Non Vegetarian,,,,Seekh Kebab,16.50,standard,Eight pieces. Spiced lamb mince skewered and roasted in tandoor. Served with mint sauce.,,,Popular,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Appetisers - Non Vegetarian,,,,Fish Tikka,23.00,standard,"Seven pieces. Fish pieces marinated in herbs and spices, cooked in tandoor, served with mint sauce.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Appetisers - Non Vegetarian,,,,Chicken Pakora,15.50,standard,"Chicken battered with chickpeas and fried, served with mint sauce.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Rice,,,,Pappadam (V),2.00,standard,"Thin, crispy Indian flatbread served as an appetizer.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Rice,,,,Masala Papadam (V),9.50,standard,"Thin, crispy flatbread flavoured with aromatic spices.",,,,https://tb-static.uber.com/prod/enhanced-images/image-touchup-v1/94922cd76267276a8cc4cd0864631f2b/df992b62433cf6d3cd69e5a8620dbfbd.jpeg
,Menu,,,,Rice,,,,Onion Bhaji (V),10.99,standard,Sliced onion spiced and mixed with chickpea and fried until golden.Served with tamarind sauce.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Rice,,,,Samosa (V),10.99,standard,Triangular pastry stuffed with potatoes and peas deep fried until crispy. Served with tamarind sauce.,,,,https://tb-static.uber.com/prod/enhanced-images/image-touchup-v1/70f8613cab5ee2d66a70756cdbc5af32/ca85146dc398c629e457343a1017089d.jpeg
,Menu,,,,Rice,,,,Mixed Pakora (V),12.99,standard,Mixed vegetables battered with chickpeas then fried. Served with tamarind sauce.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Rice,,,,Veggie Kathi Roll (V),14.50,standard,"Cottage cheese, mixed vegetable and roasted kabab wrapped in a paratha bread.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Rice,,,,Paneer Pakora (V),15.50,standard,Cottage cheese dipped in batter served with tamarind sauce.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Rice,,,,Paneer Tikka (V),18.50,standard,"Cheese marinated with yoghurt, herb, spices and grilled in tandoor.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Rice,,,,Garden Special Vegetable Platter (V),25.99,standard,"Mixed pakora, onion bhaji, paneer pakora, and spring roll served with tangy tamarind sauce. Vegetarian delight!",,,,https://tb-static.uber.com/prod/enhanced-images/image-touchup-v1/aee4bb528e314ea7fd7849c01a85c388/cb769dd8a39199f33cfc3c0023ec21b3.jpeg
,Menu,,,,Rice,,,,Spring Rolls (V),12.50,standard,Thin pastry with vegetables and mild spices served with sweet chilli sauce.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Rice,,,,Poppadam Starter (V),12.50,standard,"Crispy poppadoms fried in oil and served with mango chutney, mixed pickle, raita and kachumber salad.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Rice,,,,Vegetable Platter for Two (V),28.99,standard,"Combination of mixed pakora, samosa and onion bhaji. Served with tamarind sauce.",,,,https://tb-static.uber.com/prod/enhanced-images/image-touchup-v1/5ab03b6e85736918c6743d14b737ba65/09c766dcf22de3b6651be8e0b67285f7.jpeg
,Menu,,,,Tandoori Naan Bread,,,,Plain Naan,6.99,standard,"Soft, lightly leavened Indian flatbread.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Tandoori Naan Bread,,,,Tandoori Roti,6.99,standard,Wholemeal flour bread baked in tandoor.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Tandoori Naan Bread,,,,Garlic Roti,6.99,standard,Whole meal flour bread sprinkled with crushed garlic baked in tandoor.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Tandoori Naan Bread,,,,Garlic Naan,6.50,standard,Bread made of refined flour sprinkled with crushed garlic and baked in tandoor.,,,,https://tb-static.uber.com/prod/image-proc/processed_images/a7537df724b00b12f4a1f244907f428e/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Tandoori Naan Bread,,,,Paneer Kulcha,7.50,standard,Naan with a stuffing of grated paneer with spices. Baked in tandoor.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Tandoori Naan Bread,,,,Kashmiri Naan,7.99,standard,"Naan stuffed with crushed nuts, coconut and sultanas. Baked in tandoor.",,,Contains Nuts,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Tandoori Naan Bread,,,,Onion Kulcha,8.99,standard,Naan with a stuffing of chopped onions and spices. Baked in tandoor.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Tandoori Naan Bread,,,,Chicken and Cheese Naan,8.99,standard,Leavened bread stuffed with cheese and chicken baked in tandoor.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Tandoori Naan Bread,,,,Lachha Paratha,6.50,standard,Wholemeal flour bread layered with lashings of butter baked in tandoor.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Tandoori Naan Bread,,,,Cheese Chilli Naan,7.50,standard,Bread made of refined flour stuffed with cheese and sprinkled with chopped chillies on top baked in tandoor.,,,Spicy,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Tandoori Naan Bread,,,,Cheese Naan,7.00,standard,Bread stuffed with cheese baked in tandoor.,,,Popular,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Tandoori Naan Bread,,,,Keema Naan,7.00,standard,Naan with a stuffing of mince lamb and spices baked in tandoor.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Tandoori Naan Bread,,,,Aloo Paratha,6.50,standard,Wholemeal flour bread stuffed with mashed potatoes and spices baked in tandoor.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Tandoori Naan Bread,,,,Methi Paratha,6.50,standard,Bread made of wholemeal flour and fenugreek leaves baked in tandoor.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Tandoori Naan Bread,,,,Garlic and cheese naan,8.50,standard,"Soft naan infused with garlic and cheese, perfect for pairing with your favorite curry dishes.",,,Popular,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Tandoori Naan Bread,,,,Buttar naan,6.50,standard,"Soft, buttery naan perfect for pairing with your favorite curry dishes.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Biryani,,,,Biryani,19.00,standard,Cooked with rice and on a slow fire and served with raita.,,,,https://tb-static.uber.com/prod/image-proc/processed_images/5de3a3b19df8c8651b8f2e74377b2fd4/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Biryani,,,,Prawn Biryani,21.50,standard,Prawn cooked with rice and spices on a slow fire and served with raita.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Biryani,,,,Fish Biryani,21.50,standard,Fish cooked with rice and spices on a slow fire and served with raita.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Lamb and Goat Delights,,,,Lamb Kathi Roll,16.50,standard,Lamb roasted kebab wrapped in a paratha bread.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Lamb and Goat Delights,,,,Chicken Kathi Roll,15.50,standard,Chicken roasted kebab wrapped in a paratha bread.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Lamb and Goat Delights,,,,Seekh Kebab,16.50,standard,Eight pieces. Spiced lamb mince skewered and roasted in tandoor. Served with mint sauce.,,,Popular,https://tb-static.uber.com/prod/enhanced-images/image-touchup-v1/4b088edd6a66b3aad620364a9aa8955a/e7ac4a059522bced903e771188622a12.jpeg
,Menu,,,,Lamb and Goat Delights,,,,Fish Tikka,23.00,standard,"Seven pieces. Fish pieces marinated in herbs and spices, cooked in tandoor, served with mint sauce.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Lamb and Goat Delights,,,,Chicken Pakora,15.50,standard,"Chicken battered with chickpeas and fried, served with mint sauce.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Seafood Delights,,,,Tandoori Prawn,23.50,standard,Prawn marinated overnight in yoghurt and spices then roasted in a tandoor oven. Served with mint sauce.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Seafood Delights,,,,Fish Tikka,23.00,standard,"Seven pieces. Fish pieces marinated in herbs and spices, cooked in tandoor, served with mint sauce.",,,,
,Menu,,,,Seafood Delights,,,,Chicken Pakora,15.50,standard,"Chicken battered with chickpeas and fried, served with mint sauce.",,,,
,Menu,,,,Chicken mains,,,,Chicken Tikka,16.99,standard,Boneless chicken pieces marinated in yoghurt and then roasted in tandoor. Served with mint sauce.,,,Popular,https://tb-static.uber.com/prod/image-proc/processed_images/0b14eaa542793d6bf8be1749941bcaa5/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Chicken mains,,,,Chicken Lolipop,18.50,standard,"Five spicy chicken wings, deep-fried to perfection for a crispy, flavorful start to your meal.",,,Popular,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Chicken mains,,,,Lamb Kathi Roll,16.50,standard,Lamb roasted kebab wrapped in a paratha bread.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Chicken mains,,,,Chicken Kathi Roll,15.50,standard,Chicken roasted kebab wrapped in a paratha bread.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Chicken mains,,,,Seekh Kebab,16.50,standard,Eight pieces. Spiced lamb mince skewered and roasted in tandoor. Served with mint sauce.,,,Popular,https://www.ubereats.com/nz/store/curry-garden/xlsPXXyaVredRRwDiadpoA?mod=quickView&modctx=%257B%2522storeUuid%2522%253A%2522c65b0f5d-7c9a-56b7-9d45-1c0389a769a0%2522%252C%2522sectionUuid%2522%253A%2522c5ca6014-9f1e-4f6e-82b8-0b87b2b8b902%2522%252C%2522subsectionUuid%2522%253A%2522785398be-04a1-44ca-bdd9-22523d0a4063%2522%252C%2522itemUuid%2522%253A%25227b6b97d6-4f5d-4b16-8441-e1337cf4ac71%2522%252C%2522showSeeDetailsCTA%2522%253Atrue%257D&ps=1
,Menu,,,,Chicken mains,,,,Fish Tikka,23.00,standard,"Seven pieces. Fish pieces marinated in herbs and spices, cooked in tandoor, served with mint sauce.",,,,https://www.ubereats.com/nz/store/curry-garden/xlsPXXyaVredRRwDiadpoA?mod=quickView&modctx=%257B%2522storeUuid%2522%253A%2522c65b0f5d-7c9a-56b7-9d45-1c0389a769a0%2522%252C%2522sectionUuid%2522%253A%2522c5ca6014-9f1e-4f6e-82b8-0b87b2b8b902%2522%252C%2522subsectionUuid%2522%253A%2522785398be-04a1-44ca-bdd9-22523d0a4063%2522%252C%2522itemUuid%2522%253A%25228cc7cd9f-2f76-495b-94dc-560b471181ab%2522%252C%2522showSeeDetailsCTA%2522%253Atrue%257D&ps=1
,Menu,,,,Chicken mains,,,,Chicken Pakora,15.50,standard,"Chicken battered with chickpeas and fried, served with mint sauce.",,,,https://www.ubereats.com/nz/store/curry-garden/xlsPXXyaVredRRwDiadpoA?mod=quickView&modctx=%257B%2522storeUuid%2522%253A%2522c65b0f5d-7c9a-56b7-9d45-1c0389a769a0%2522%252C%2522sectionUuid%2522%253A%2522c5ca6014-9f1e-4f6e-82b8-0b87b2b8b902%2522%252C%2522subsectionUuid%2522%253A%2522785398be-04a1-44ca-bdd9-22523d0a4063%2522%252C%2522itemUuid%2522%253A%2522175e7332-b965-4bcb-88e2-4fde2f21c399%2522%252C%2522showSeeDetailsCTA%2522%253Atrue%257D&ps=1
,Menu,,,,Veggie Delights,,,,Pappadam (V),2.00,standard,"Thin, crispy Indian flatbread served as an appetizer.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Veggie Delights,,,,Masala Papadam (V),9.50,standard,"Thin, crispy flatbread flavoured with aromatic spices.",,,,https://tb-static.uber.com/prod/image-proc/processed_images/09e77a2d9ec1cf3632a01e2f334864b4/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Veggie Delights,,,,Onion Bhaji (V),10.99,standard,Sliced onion spiced and mixed with chickpea and fried until golden.Served with tamarind sauce.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Veggie Delights,,,,Samosa (V),10.99,standard,Triangular pastry stuffed with potatoes and peas deep fried until crispy. Served with tamarind sauce.,,,,https://tb-static.uber.com/prod/image-proc/processed_images/cf286f533902f445c5a801d7b2095c98/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Veggie Delights,,,,Mixed Pakora (V),12.99,standard,Mixed vegetables battered with chickpeas then fried. Served with tamarind sauce.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Veggie Delights,,,,Veggie Kathi Roll (V),14.50,standard,"Cottage cheese, mixed vegetable and roasted kabab wrapped in a paratha bread.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Veggie Delights,,,,Paneer Pakora (V),15.50,standard,Cottage cheese dipped in batter served with tamarind sauce.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Veggie Delights,,,,Paneer Tikka (V),18.50,standard,"Cheese marinated with yoghurt, herb, spices and grilled in tandoor.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Veggie Delights,,,,Garden Special Vegetable Platter (V),25.99,standard,"Mixed pakora, onion bhaji, paneer pakora, and spring roll served with tangy tamarind sauce. Vegetarian delight!",,,,https://tb-static.uber.com/prod/image-proc/processed_images/01ed0d4e86a81b32f2d3e1adbdf70390/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Veggie Delights,,,,Spring Rolls (V),12.50,standard,Thin pastry with vegetables and mild spices served with sweet chilli sauce.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Veggie Delights,,,,Poppadam Starter (V),12.50,standard,"Crispy poppadoms fried in oil and served with mango chutney, mixed pickle, raita and kachumber salad.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Veggie Delights,,,,Vegetable Platter for Two (V),28.99,standard,"Combination of mixed pakora, samosa and onion bhaji. Served with tamarind sauce.",,,,https://tb-static.uber.com/prod/image-proc/processed_images/bf132930e3eefee903c8ec4812622efe/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Kid's Special,,,,Veggie Kathi Roll (V),14.50,standard,"Cottage cheese, mixed vegetable and roasted kabab wrapped in a paratha bread.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Kid's Special,,,,Paneer Pakora (V),15.50,standard,Cottage cheese dipped in batter served with tamarind sauce.,,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Kid's Special,,,,Paneer Tikka (V),18.50,standard,"Cheese marinated with yoghurt, herb, spices and grilled in tandoor.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Kid's Special,,,,Garden Special Vegetable Platter (V),25.99,standard,"Mixed pakora, onion bhaji, paneer pakora, and spring roll served with tangy tamarind sauce. Vegetarian delight!",,,,https://tb-static.uber.com/prod/image-proc/processed_images/01ed0d4e86a81b32f2d3e1adbdf70390/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Kid's Special,,,,Vegetable Platter for Two (V),28.99,standard,"Combination of mixed pakora, samosa and onion bhaji. Served with tamarind sauce.",,,,https://tb-static.uber.com/prod/image-proc/processed_images/bf132930e3eefee903c8ec4812622efe/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Dessert,,,,Poppadam Starter (V),12.50,standard,"Crispy poppadoms fried in oil and served with mango chutney, mixed pickle, raita and kachumber salad.",,,,https://cn-geo1.uber.com/static/mobile-content/eats/placeholder_images/placeholder_image_restaurants_300x300.png
,Menu,,,,Dessert,,,,Vegetable Platter for Two (V),28.99,standard,"Combination of mixed pakora, samosa and onion bhaji. Served with tamarind sauce.",,,,https://tb-static.uber.com/prod/image-proc/processed_images/bf132930e3eefee903c8ec4812622efe/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Drinks,,,,Mango Lassei,6.50,standard,"Refreshing mango and yogurt blend, sweetened to perfection for a delightful tropical drink experience.",,,Popular,https://tb-static.uber.com/prod/image-proc/processed_images/d2090e4e25ac150c4b408ca0345c06fb/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Drinks,,,,Classic ginger beer 330 ml,5.50,standard,"A refreshing, spicy drink made with ginger.",,,,https://tb-static.uber.com/prod/image-proc/processed_images/11047b0a7507d958c10103c6885a191f/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Drinks,,,,Lemon lime& butters 330 ml,5.50,standard,Fresh and zesty lemon and lime flavoured drink.,,,,https://tb-static.uber.com/prod/image-proc/processed_images/050a50f0904a5ed3a55094802055d48e/58f691da9eaef86b0b51f9b2c483fe63.jpeg
,Menu,,,,Drinks,,,,Sprite 330ml,4.50,standard,Refreshing fizzy drink.,,,,https://tb-static.uber.com/prod/image-proc/processed_images/e1d8726b460ede048f6c769094a4221d/58f691da9eaef86b0b51f9b2c483fe63.jpeg
