menuID,menuName,menuDisplayName,menuDescription,categoryID,categoryName,categoryDisplayName,categoryDescription,dishID,dishName,dishPrice,dishType,dishDescription,displayName,printName,tags,imageURL
,Menu,,,,Burgers,,,,Fishy Burger,18.40,standard,"Beer battered crispy fish fried on to order, pickles, lettuce, tomato and house blend tartare sauce.",,,,https://tb-static.uber.com/prod/enhanced-images/image-touchup-v1/1443833aa5fdd8dfe39baae30b40e4ab/01e0e3b5c67269ab2c0d3a9f1575a015.jpeg
,Menu,,,,Burgers,,,,Meat Less Burger,18.40,standard,"House marinaded potatoes and cheese patty, lettuce, fresh tomato, pickles, tomato chutney and dominator creamy sauce.",,,,https://tb-static.uber.com/prod/enhanced-images/image-touchup-v1/cf1bdb4d4f84f7cff9d65aba87071b79/2286d7fa6d03672f1419247f526c3b9f.jpeg
,Menu,,,,Fries & loaded fries,,,,Cajun Fries,8.05,standard,Crispy fries seasoned with Cajun spices.,,,Plus small,https://tb-static.uber.com/prod/image-proc/processed_images/4aacc1de55b4e11d366b60ace08bcffa/70aa2a4db7f990373ca9c376323e3dea.jpeg
,Menu,,,,Fries & loaded fries,,,,Wedges,9.20,standard,Crispy potato wedges served hot.,,,Plus small,https://tb-static.uber.com/prod/image-proc/processed_images/0216d48b9bbaa422a31ecd98090988a3/70aa2a4db7f990373ca9c376323e3dea.jpeg
,Menu,,,,Fries & loaded fries,,,,Loaded Fries,13.80,standard,"Crispy bacon and melted cheese, tomato and aioli.",,,Plus small,https://tb-static.uber.com/prod/image-proc/processed_images/8403a59b9c0fb74f241792474069c762/70aa2a4db7f990373ca9c376323e3dea.jpeg
,Menu,,,,Not Burgers,,,,Fish and Chips,20.70,standard,"Beer batter crispy fish fried on to order, cajun fries, tartare sauce, farm salad, dressing and lemon.",,,Popular,https://tb-static.uber.com/prod/image-proc/processed_images/12a0044bfb9835be3e5a410394f43f9c/70aa2a4db7f990373ca9c376323e3dea.jpeg
,Menu,,,,Not Burgers,,,,Loaded Nachos,21.00,standard,Tortilla chips smothered in melted cheese and toppings.,,,,https://tb-static.uber.com/prod/image-proc/processed_images/8297b9d8914a7f0837491dcd166ea529/70aa2a4db7f990373ca9c376323e3dea.jpeg
,Menu,,,,Fried Chicken,,,,Bombay Fried Chicken,20.70,standard,Plus small,,,,https://tb-static.uber.com/prod/image-proc/processed_images/bfdb1b15ebf4366178434b4b3cc95bf9/70aa2a4db7f990373ca9c376323e3dea.jpeg
,Menu,,,,Fried Chicken,,,,Dominator Fried Chicken,17.25,standard,Plus small,,,,https://tb-static.uber.com/prod/enhanced-images/image-touchup-v1/3da48da6-ed2d-4935-8ab4-da9ef770031a.jpeg
,Menu,,,,Fried Chicken,,,,Buttermilk Fried chicken,17.00,standard,Plus small,,,,https://tb-static.uber.com/prod/enhanced-images/image-touchup-v1/3da48da6-ed2d-4935-8ab4-da9ef770031a.jpeg
